countyname,name,addr1,addr2,city,state,zip
Lubbock,Byron Martin ATC,3201 Avenue Q,,Lubbock,TX,79411
Lubbock,Calvary Baptist Church,5301 82nd St,,Lubbock,TX,79424
Lubbock,Casey Administration Building,501 7th St,,Wolfforth,TX,79382
Lubbock,Catholic Diocese of Lubbock,4620 4th St,,Lubbock,TX,79416
Lubbock,Cavazos Middle School,210 N University Ave,,Lubbock,TX,79415
Lubbock,Celebration Christian Center,8001 Upland Ave,,Lubbock,TX,79424
Lubbock,Church on the Rock,10503 Slide Rd,,Lubbock,TX,79424
Lubbock,Elks Lodge No. 1348,3409 Milwaukee Ave,,Lubbock,TX,79407
Lubbock,First Assembly of God Church,3801 98th St,,Lubbock,TX,79423
Lubbock,Green Lawn Church of Christ,5701 19th St,,Lubbock,TX,79407
Lubbock,Harwell Elementary School,4104 Ave D,,Lubbock,TX,79404
Lubbock,Hodges Community Center,4011 University Ave,,Lubbock,TX,79413
Lubbock,Idalou Clubhouse,202 W 7th St,,Idalou,TX,79329
Lubbock,Lone Star State Bank,6220 Milwaukee Ave,,Lubbock,TX,79424
Lubbock,Lubbock-Cooper Performing Arts Center ,16302 Texas 493 Loop,,Lubbock,TX,79423
Lubbock,Lubbock-Cooper North Elementary School,3202 108th St,,Lubbock,TX,79423
Lubbock,Mae Simmons Community Center,2004 Oak Ave,,Lubbock,TX,79404
Lubbock,Mattress Firm,6707 Slide Rd,,Lubbock,TX,79424
Lubbock,New Deal Community Clubhouse,309 S Monroe Ave,,New Deal,TX,79350
Lubbock,Parsons Elementary,2811 58th St,,Lubbock,TX,79413
Lubbock,Patterson Library,1836 Parkway Dr,,Lubbock,TX,79403
Lubbock,"Plains Capital Bank, Governor’s Room",5010 University Ave,,Lubbock,TX,79413
Lubbock,Ramirez Charter School,702 Avenue T,,Lubbock,TX,79401
Lubbock,Roberts Elementary School,7901 Avenue P,,Lubbock,TX,79423
Lubbock,Roosevelt Clubhouse,1400 CR 3300,,Lubbock,TX,79403
Lubbock,Roscoe Wilson Elementary School,2807 25th St,,Lubbock,TX,79410
Lubbock,Shallowater Community Center,902 Avenue H,,Shallowater,TX,79363
Lubbock,Slaton ISD Administration Office,140 E Panhandle,,Slaton,TX,79364
Lubbock,South Plains Church of Christ,6802 Elkhart Ave,,Lubbock,TX,79424
Lubbock,St Joseph Catholic Church,102 N Avenue P,,Lubbock,TX,79401
Lubbock,"Sunset Church of Christ, The Well",3651 34th St,,Lubbock,TX,79410
Lubbock,Sutherlands,3701 50th St,,Lubbock,TX,79413
Lubbock,Terra Vista Middle School,1111 Upland Ave,,Lubbock,TX,79416
Lubbock,Texas Tech University Library,18th and Boston,,Lubbock,TX,79409
Lubbock,Wright Elementary School,1302 Adrian St,,Lubbock,TX,79403
Brazos,Arena Hall,2906 Tabor Rd Tabor Road & N. Earl Rudder Freeway,,Bryan,TX,77803
Brazos,Beacon Baptist Church,2001 East Villa Maria Road,,Bryan,TX,77802
Brazos,Brazos County Administration Building,200 South Texas Avenue,,Bryan,TX,77803
Brazos,Church of Nazarene,212 E. William J Bryan Pkwy,,Bryan,TX,77803
Brazos,College Heights Assembly of God,4100 Old College Rd,,Bryan,TX,77801
Brazos,College Station City Hall,1101 Texas Avenue,,College Station,TX,77840
Brazos,College Station ISD Admin. Building,1812 Welsh,,College Station,TX,77840
Brazos,Fellowship Freewill Baptist Church,1228 W. Villa Maria,,Bryan,TX,77801
Brazos,First Baptist Church - Bryan,3100 Cambridge Drive,,Bryan,TX,77802
Brazos,Galilee Baptist Church,804 N. Logan,,Bryan,TX,77803
Brazos,Living Hope Baptist Church,4170 State Highway 6 South,,College Station,TX,77845
Brazos,Millican Community Center,22284 Pierce Street,,Millican,TX,77868
Brazos,Momentum Church,1216 Beck St.,,Bryan,TX,77803
Brazos,Siegert Center - Smetana,1830 Smetana Road,,Bryan,TX,77807
Brazos,The Brazos Center,3232 Briarcrest Dr.,,Bryan,TX,77802
Brazos,Wellborn Community Center,4119 W. Greens Prairie Road,,College Station,TX,77845
Brazos,Zion Church of Kurten,977 N. FM 2038,,Kurten,TX,77808
Tom Green,Angelo Bible Church,3506 Sherwood Way,,San Angelo,TX,76901
Tom Green,Belmore Baptist church,1214 South Bell,,San Angelo,TX,76903
Tom Green,Calvary Baptist Church,2401 Armstrong St.,,San Angelo,TX,76903
Tom Green,Christoval Community Ctr.,20022 Main,,Christoval,TX,76935
Tom Green,Community Medical Center,3501 Knickerbocker Rd.,,San Angelo,TX,76904
Tom Green,Concho Valley Transit District (bus depot),510 North Chadborne,,San Angelo,TX,76903
Tom Green,SAF (First Assembly of God Church),1442 Edmund Blvd.,,San Angelo,TX,76901
Tom Green,Grape Creek ISD Admin Bldg,8207 US Hwy 87 N.,,San Angelo,TX,76901
Tom Green,Keating Paint and Body ,5050 North Chadbourne,,San Angelo,TX,76903
Tom Green,Paulann Baptist Church,2531 Smith Blvd.,,San Angelo,TX,76905
Tom Green,Plaza del Sol apartments,4305 Oak Grove Blvd.,,San Angelo,TX,76904
Tom Green,S A Housing Authority (Public Housing),420 East 28th St.,,San Angelo,TX,76903
Tom Green,St. Ambrose Catholic Church,8602 Loop 570 Wall,,Wall,TX,76957
Tom Green,St. Paul Presbyterian Church,11 North Park Ave.,,San Angelo,TX,76901
Tom Green,Segunda Iglesia Buatista Church,530 W. Ave. T,,San Angelo,TX,76903
Tom Green,TXDOT,4502 Knickerbocker Rd. Bldg. E,,San Angelo,TX,76904
Tom Green,Veribest Baptist Church,50 FM 2334,,Veribest,TX,76886
Tom Green,Wesley Trinity United Methodist Ch.,301 West 18th,,San Angelo,TX,76903
Tom Green,West Texas Rehab Conference Ctr.,1925 University Ave.,,San Angelo,TX,76904
Tom Green,Southgate Church of Christ,528 Country Club Rd.,,San Angelo,TX,76904
McClennan,Axtell School Ath. Meeting Room,312 W. Seley,,Axtell,TX,76624
McClennan,Bellmead Civic Center,3900 Parrish St.,,Waco,TX,76705
McClennan,Brazos Meadows Baptist Church,625 S. Hewitt Drive,,Hewitt,TX,76643
McClennan,Bruceville-Eddy Isd Special Events Center,1 Eagle Drive,,Eddy,TX,76524
McClennan,Calvary Baptist Church,1001 N. 18th A St.,,Waco,TX,76707
McClennan,Central Christian Church,4901 Lake Shore Drive,,Waco,TX,76710
McClennan,Cesar Chavez Middle School,700 S. 15th Street,,Waco,TX,76706
McClennan,Chalk Bluff Baptist Church,5993 Gholson Road,,Waco,TX,76705
McClennan,China Spring Intermediate School,4001 Flat Rock Rd.,,Waco,TX,76708
McClennan,Crawford High School,200 Pirate Drive,,Crawford,TX,76638
McClennan,Fellowship Bible Church,5200 Speegleville Rd.,,McGregor,TX,76657
McClennan,First Assembly Of God Church,6701 Bosque Blvd.,,Waco,TX,76710
McClennan,G.W. Carver Middle School,1601 J. J. Flewellen Road,,Waco,TX,76704
McClennan,Hewitt First Baptist Church,301 S. 1st Street,,Hewitt,TX,76643
McClennan,H.W. Isbill Junior High,305 W. Van Buren St.,,McGregor,TX,76657
McClennan,Lacy Lakeview Civic Center,505 E. Craven Ave.,,Waco,TX,76705
McClennan,Lorena City Hall,107-A S. Frontage Road,,Lorena,TX,76655
McClennan,Mart Community Center,804 E. Bowie Ave.,,Mart,TX,76664
McClennan,Mcc Conference Center,4601 N. 19th Street,,Waco,TX,76708
McClennan,Mhmr Center For Dev. Services,3420 W. Waco Drive,,Waco,TX,76710
McClennan,Moody First United Methodist Church,500 6th St.,,Moody,TX,76657
McClennan,Riesel Isd Administration Building,600 Frederick Street,,Riesel,TX,76682
McClennan,Robinson Community Center,106 W. Lyndale,,Robinson,TX,76706
McClennan,South Waco Library,2737 S. 18th Street,,Waco,TX,76706
McClennan,Speegleville Baptist Church,469 Speegle Road,,Waco,TX,76712
McClennan,Tennyson Middle School,6100 Tennyson Drive,,Waco,TX,76710
McClennan,University High School,3201 S. New Road,,Waco,TX,76706
McClennan,Waco Convention Center,100 Washington Ave.,,Waco,TX,76701
McClennan,Waco High School (Performing Arts Center),2020 N. 42nd St.,,Waco,TX,76710
McClennan,Waco Multi-Purpose Community Center,1020 Elm Street,,Waco,TX,76704
McClennan,West Community Center,200 Tokio Road,,West,TX,76691
McClennan,Woodway First Baptist Church,13000 Woodway Drive,,Woodway,TX,76712
Randall,The Cowboy Church,8827 S.Washington,,Amarillo,TX,79118
Randall,Comanche Trail Church of Christ,2700 E. 34th,,Amarillo,TX,79103
Randall,Randall County Justice Center,2309 Russell Long Blvd,,Canyon,TX,79015
Randall,Southwest Church of Christ,4515  Cornell,,Amarillo,TX,79109
Randall,Redeemer Christian Church,3701 S. Soncy,,Amarillo,TX,79121
Randall,Region 16 Education Center,5800 Bell Street,,Amarillo,TX,79109
Randall,Randall County Fire Department # 2,9451 FM 2186,,Amarillo,TX,79119
Randall,Arden Road Baptist,6701 Arden Road,,Amarillo,TX,79109
Randall,Central Baptist Church,1601SW 58th,,Amarillo,TX,79110
Randall,Paramount Baptist Church,4100 Kristee,,Amarillo,TX,79109
Randall,Oasis Southwest Baptist,8201 Canyon Drive,,Amarillo,TX,79110
Randall,Randall County Annex,4111S. Georgia,,Amarillo,TX,79110
Randall,The Summit 2008,12th Avenue,,Canyon,TX,79015
Randall,Coulter Road Baptist Church,4108 S. Coulter,,Amarillo,TX,79109
Taylor,Abilene City Hall,555 Walnut Street,,Abilene,TX,79601
Taylor,Buffalo Gap City Hall,709 Litel Street,,Buffalo Gap,TX,79508
Taylor,Church of Christ – So. 11th & Willis,3333 South 11th Street,,Abilene,TX,79605
Taylor,Elm Valley Community Church,142 CR 675,,Tuscola,TX,79562
Taylor,First Baptist Church – Tuscola,632 Kent Street,,Tuscola,TX,79562
Taylor,Hillcrest Church of Christ,650 E. Ambler Avenue,,Abilene,TX,79601
Taylor,Kmart,565 South 1st Street,,Abilene,TX,79605
Taylor,Lawn Baptist Church,518 Avenue D,,Lawn,TX,79530
Taylor,Lytle South Baptist Church,1125 E. Industrial Blvd,,Abilene,TX,79602
Taylor,Merkel Middle School Gym (South 3rd & Ash Street),302 Ash St,,Merkel,TX,79536
Taylor,New Beginnings United Pentecostal Church River of Life Church,5535 Buffalo Gap Rd,,Abilene,TX,79606
Taylor,River of Life Church,539 US-83,,Abilene,TX,79606
Taylor,Sears Park Recreation Center,2250 Ambler Ave,,Abilene,TX,79603
Taylor,Southern Hills Church of Christ,3666 Buffalo Gap Rd.,,Abilene,TX,79605
Taylor,Taylor County Plaza,400 Oak Street,,Abilene,TX,79602
Taylor,Thomas Elementary School,1240 Lakeside Drive,,Abilene,TX,79605
Taylor,Trinity Baptist Church,3100 State Street,,Abilene,TX,79603
Taylor,View Baptist Church,250 Boynton Road,,Abilene,TX,79606
Taylor,Westminster Presbyterian Church,4515 South 14th Street,,Abilene,TX,79605
Taylor,Zion Lutheran Church,2801 Antilley Road,,Abilene,TX,79606
Midland,Annex Courtroom,2110 North A,,Midland,TX,79705
Midland,Centennial Library,2503 W. Loop 250 N.,,Midland,TX,79705
Midland,Cogdell Learning Center,211 W. Florida,,Midland,TX,79701
Midland,Cotton Flat Baptist Church,6409 S. Highway 349,,Midland,TX,79706
Midland,Downtown Library,301 W. Missouri,,Midland,TX,79701
Midland,Fairmont Park Church Of Christ,3813 N. Midland Dr.,,Midland,TX.,79707
Midland,Fellowship Community Church,5206 N. Midland Dr.,,Midland,TX,79707
Midland,Golf Course Church Of Christ,3500 W. Golf Course,,Midland,TX,79703
Midland,Greater Ideal Life Center,301 S. Tyler,,Midland,TX,79701
Midland,Greenwood Baptist Church,10908 Fm 307,,Midland,TX,79706
Midland,Manor Park,5212 Sinclair,,Midland,TX,79707
Midland,"MLK, Jr Community Center",2300 Butternut,,Midland,TX,79705
Midland,Odessa Country Club,#1 Fairway,,Odessa,TX,79765
Midland,Palmer Drug (PDAP),1208 W. Wall,,Midland,TX,79701
Midland,St. Paul'S Methodist Church,4501 Thomason,,Midland,TX,79703
Midland,Stonegate Fellowship,6000 W. Wadley,,Midland,TX,79707
Grayson,Bells City Hall,203 S. Broadway,,Bells,TX,75414
Grayson,Collinsville Community Building,117 N. Main,,Collinsville,TX,76233
Grayson,Grayson College-Denison,6101 Grayson Dr.,,Denison,TX,75020
Grayson,Grayson County Sub-Courthouse,101 W. Woodard,,Denison,TX,75021
Grayson,Parkside Baptist Church,301 N. Lillis Lane,,Denison,TX,75020
Grayson,Southside Baptist Church,3500 S. Park,,Denison,TX,75020
Grayson,Faith Baptist Church,31647 Hwy. 377 N.,,Gordonville,TX,76245
Grayson,First Baptist Church,99 Gentle Creek Lane,,Gunter,TX,75058
Grayson,Howe Community Center,700 W. Hanning,,Howe,TX,75459
Grayson,Pottsboro ISD Administration Bldg,105 Cardinal Lane,,Pottsboro,TX,75076
Grayson,Sadler Community Building,105 N. Main,,Sadler,TX,76264
Grayson,East Sherman Baptist Church,910 E. King,,Sherman,TX,75090
Grayson,Election Administration Building,115 W. Houston,,Sherman,TX,75090
Grayson,Faith Church,1800 N. FM 1417,,Sherman,TX,75092
Grayson,Luella First Baptist Church,3162 Hwy. 11,,Sherman,TX,75090
Grayson,Municipal Building,405 N. Rusk,,Sherman,TX,75090
Grayson,Texoma Council of Governments,1117 Gallagher Dr.,,Sherman,TX,75090
Grayson,United Way of Grayson County,713 E. Brockett,,Sherman,TX,75090
Grayson,Tioga Fire Dept. Meeting Room,601 E. Main St.,,Tioga,TX,76271
Grayson,First National Bank-Tom Bean,109 S. Britton,,Tom Bean,TX,75489
Grayson,Grayson College-Van Alstyne,1455 W. Van Alstyne Pkwy.,,Van Alstyne,TX,75495
Grayson,Whitesboro City Hall,111 W. Main,,Whitesboro,TX,76273
Grayson,Whitewright City Hall,206 W. Grand,,Whitewright,TX,75491
Ector,Crossroads Fellowship Iglesia Crossroads,6901Texas 191 Frontage Rd.,,Odessa,TX,79762
Ector,Ector County Coliseum El Coliseo de Ector,4201 Andrews Hwy.,,Odessa,TX,79762
Ector,First Baptist Church Primera Iglesia Bautista,709 N. Lee St.,,Odessa,TX,79761
Ector,First Church of the Nazarene Primera Iglesia de Nazareno,2223 Lyndale Dr.,,Odessa,TX,79762
Ector,Gardendale Community Bldg. Edificio Comunitario de Gardendale,4226 E. Larkspur,,Gardendale,TX,79758
Ector,Getsemani Church Iglesia Getsemani,822 E. Glenn St.,,Odessa,TX,79766
Ector,Goldsmith Community Center Edificio Comunitario de Goldsmith,301 Phillips Plant Rd.,,Goldsmith,TX,79741
Ector,Holy Redeemer Catholic Church Iglesia Cat61ica Holy Redeemer,2633 Conover Ave.,,Odessa,TX,79763
Ector,Lincoln TowerCasa de Retiro Lincoln Tower,311 W. 4th St.,,Odessa,TX,79761
Ector,Lowe's Family Center Centro Familiar Lowe's,7528 W. University Blvd.,,Odessa,TX,79764
Ector,Lutheran Church of the Risen Lord Iglesia Luterana del Senor Resucitado,1603 N. Grandview Ave.,,Odessa,TX,79761
Ector,MCH Primary Care Centro Medico MCH,3001JBS Parkway,,Odessa,TX,79762
Ector,MCH Primary Care Centro Medico MCH,6030 W University Blvd.,,Odessa,TX,79764
Ector,Murry Fly Elementary Escuela Primaria Murry Fly,11688 W. Westview Dr.,,Odessa,TX,79764
Ector,Northside Senior Center Centro de Ancianos Northside,1225 N. Adams Ave.,,Odessa,TX,79761
Ector,Odessa Christian Faith Center180 Youth Bldg. Iglesia Odessa Christian Faith Center (Edificio 180),8828 Andrews Hwy.,,Odessa,TX,79762
Ector,Odessa College Sports CenterCentro de Deportes Del Colegio de Odessa,201 W. University Blvd.,,Odessa,TX,79764
Ector,Saint Luke's United Methodist Church Iglesia Metodista Saint Luke's,1601 E. 42nd St.,,Odessa,TX,79762
Ector,Salinas Community Bldg. Edificio Comunitario Salinas,600 W. Clements St.,,Odessa,TX,79761
Ector,Sherwood Community Bldg.Edificio Comunitario Sherwood,4819 N. Everglade Ave.,,Odessa,TX,79762
Ector,St. Elizabeth Catholic Church Iglesia Cat61ica St. Elizabeth,7601 N.Grandview Ave .,,Odessa,TX,79765
Ector,VFW Bingo Hall Bingo del VFW,208 E. 63rd St.,,Odessa,TX,79762
Ector,Westlake HardwareTienda Ferreterfa Westlake,4652 E. University Blvd.,,Odessa,TX,79761
Ector,Woodson Community Bldg. Edificio Comunitario Woodson,1010 E. Murphy St.,,Odessa,TX,79761
Coryell,Copperas Cove Civic Center,1206 W Ave B,,Copperas Cove,TX,76522
Coryell,Holy Family Catholic Church,1201 Veterans Ave,,Copperas Cove,TX,76522
Coryell,Eastside Baptist Church,1202 ML King Jr BLVD,,Copperas Cove,TX,76522
Coryell,Copperas Cove Annex,201 S. 2nd St,,Copperas Cove,TX,76522
Coryell,Gatesville Annex,801 E Leon St,,Gatesville,TX,76528
Coryell,Gatesville Civic Center,303 Veterans Memorial,,Gatesville,TX,76528
Coryell,Evant City Hall,598 E Hwy 84,,Evant,TX,76525
Coryell,Flat Community Center,159 CR 334,,Flat,TX,76544
Coryell,Oglesby Community Center,118 Main St,,Oglesby,TX,76561
Aransas,Rockport G.I. Forum,1911 Hardee Street,,Rockport,TX,78382
Aransas,Agrilife Extension Building,892 Airport Road,,Rockport,TX,78382
Aransas,Rockport VFW Hall,411 E. Market Street,,Rockport,TX,78382
Aransas,Lamar Fire Station,302 Bois D’Arc,,Rockport,TX,78382
Borden,BORDEN COUNTY COURTHOUSE,117 E Wassom,,Gail,TX,79738
Borden,COUNTY CLERK’S OFFICE,117 E Wassom,,Gail,TX,79738
Williamson,Bethany United Methodist Church ,10010 Anderson Mill Rd Austin,,Austin,TX,78750
Williamson,Gateway Church ,7104 McNeil Austin,,Austin,TX,78717
Williamson,Kelly Reeves Athletic Complex ,10211 W Parmer Lane Austin,,Austin,TX,78626
Williamson,La Quinta Inn & Suites ­ ,AUS 10701 Lakeline Mall Dr Austin,,Austin,TX,78750
Williamson,Cedar Park City Hall ,"450 Cypress Creek Rd, Bldg 3 Cedar Park",,Cedar Park,TX,78628
Williamson,Cedar Park Library*                               ,550 Discovery Blvd Cedar Park,,Cedar Park,TX,78628
Williamson,Cedar Park Recreation Center ,"1435 Main St, Town Center Cedar Park",,Cedar Park,TX,78729
Williamson,Highland Estates IRL ,1500 N Lakeline Blvd Cedar Park,,Cedar Park,TX,78628
Williamson,Vista Ridge HS ,200 S Vista Ridge Blvd Cedar Park,,Cedar Park,TX,78729
Williamson,Coupland School ,620 S Commerce St Coupland,,Coupland,TX,78626
Williamson,Andice Comm. Center ,6600 FM 970 Andice Florence,,Florence,TX,78633
Williamson,Florence City Hall ,106 S Patterson Ave Florence,,Florence,TX,78615
Williamson,County Central Maintenance Facility ,3151 SE Inner Loop Georgetown,,Georgetown,TX,78633
Williamson,Cowan Creek Amenity Center*          ,1433 Cool Spring Way Georgetown,,Georgetown,TX,78634
Williamson,Estrella Oaks Rehab & Care ,4011 Williams Dr Georgetown,,Georgetown,TX,76537
Williamson,First Baptist Church ­ Georgetown ,1333 W University Ave Georgetown,,Georgetown,TX,78641
Williamson,Georgetown Airport ­ Terminal Bldg ,500 Terminal Dr Georgetown,,Georgetown,TX,76527
Williamson,GISD Administration Bldg* ,603 Lakeway Dr Georgetown,,Georgetown,TX,78626
Williamson,Main Street Baptist Church ,111 West 10th St ­ Ministry Center Georgetown,,Georgetown,TX,78628
Williamson,San Gabriel Presbyterian Church ,5404 Williams Dr Georgetown,,Georgetown,TX,78641
Williamson,Sun City Social Center ,2 Texas Dr Georgetown,,Georgetown,TX,78641
Williamson,Williamson County Inner Loop Annex* ,301 S E Inner Loop Georgetown,,Georgetown,TX,76527
Williamson,SPJST Hall ,114 W Davilla St Granger,,Granger,TX,78717
Williamson,Hutto ISD Admin. Building* ,200 College St Hutto,,Hutto,TX,76511
Williamson,Jarrell Memorial Park Comm. Cntr ,1651 CR 305 Jarrell,,Jarrell,TX,78634
Williamson,Leander Church of Christ ,300 Crystal Falls Parkway Leander,,Leander,TX,78641
Williamson,Leander High School ,3301 S Bagdad Rd Leander,,Leander,TX,78664
Williamson,Pat Bryson Municipal Hall*                 ,201 N Brushy St Leander,,Leander,TX,78664
Williamson,Baca Senior Center*,"301 W Bagdad Ave, Bldg 2 ROUND ROCK",,Round Rock,TX,78665
Williamson,Bluebonnet  Trail Comm. Services ,1009 N Georgetown Ave Round Rock,,Round Rock,TX,78641
Williamson,Brushy Creek Comm. Center*         ,16318 Great Oaks Dr Round Rock,,Round Rock,TX,78681
Williamson,Cedar Ridge High School ,2801 Gattis School Rd Round Rock,,Round Rock,TX,78681
Williamson,Dell Diamond Heritage Center ,3400 E PALM VALLEY BLVD Round Rock,,Round Rock,TX,78664
Williamson,Fern Bluff MUD Comm. Center ,7320 Wyoming Springs Dr ROUND ROCK,,Round Rock,TX,78664
Williamson,JB & Hallie Jester  Annex*                  ,1801 E Old Settlers Blvd Round Rock,,Round Rock,TX,78664
Williamson,Round Rock High School ,300 N Lake Creek Dr Round Rock,,Round Rock,TX,78664
Williamson,Round Rock Presbyterian Church ,4010 Sam Bass Rd Round Rock,,Round Rock,TX,78681
Williamson,Round Rock Randalls* ,2051 Gattis School Road Round Rock,,Round Rock,TX,78681
Williamson,San Gabriel Rehab & Care ,4100 College Park Dr Round Rock,,Round Rock,TX,78664
Williamson,Sleep Inn & Suites ,1980 South IH 35 (Ex 251 McNeil Rd) Round Rock,,Round Rock,TX,78681
Williamson,Teravista Comm. Center ,4211 Teravista Club Dr Round Rock,,Round Rock,TX,76574
Williamson,The Fellowship Church of Round Rock ,3379 Gattis School Rd Round Rock,,Round Rock,TX,76578
Williamson,Williamson County Annex,"211 Commerce Blvd., Bldg B Round Rock",,Round Rock,TX,75704
Williamson,Main Street Events Center ,3101 North Main Taylor,,Taylor,TX,78664
Williamson,Taylor City Hall*                                     , 400 PORTER ST Taylor,,Taylor,TX,75706
Williamson,Taylor Public Library ,801 Vance St Taylor,,Taylor,TX,75702
Williamson,First Baptist Church of Weir ,315 FM 1105 Weir,,Weir,TX,75701
Smith,Bell Elementary,1409 Hankerson St,,Tyler,TX,75704
Smith,New Harmony Baptist Church,10251 FM 724,,Tyler,TX,75708
Smith,Rose Heights Church of God,2120 Old Omen Rd,,Tyler,TX,75703
Smith,Old Tyler Airport,150 Airport Dr,,Tyler,TX,75701
Smith,St Louis Baptist Church,4000 Frankston Hwy,,Tyler,TX,75771
Smith,Red Springs Fire Department,16759 FM 14,,Tyler,TX,75703
Smith,Boulter Middle School,2926 Garden Valley Rd,,Tyler,TX,75702
Smith,Chapel Hill High School,13172 Hwy 64 E,,Tyler,TX,75791
Smith,Glass Recreation Center,501 W 32nd St,,Tyler,TX,75705
Smith,Jackson Elementary School,16406 FM 2767,,Tyler,TX,75701
Smith,Heritage Building,1900 W BELLWOOD RD,,Tyler,TX,75702
Smith,Arp 1stBaptist Church,304 S Front,,Arp,TX,75791
Smith,Jones/Broshears Elementary,3450 Chandler Hwy,,Tyler,TX,75702
Smith,Bullard 1stMethodist Church,204 Rather St,,Bullard,TX,75703
Smith,TJ Austin Elementary School,1105 W Franklin St,,Tyler,TX,75792
Smith,Flint Baptist Church,11131 FM 2968 W,,Flint,TX,77808
Smith,Bethel Bible Church,17121 Hwy 69 S,,Tyler,TX,75789
Smith,Broadway Church of Christ,100 Cumberland Rd,,Tyler,TX,79766
Smith,Lindale Public Library,200 E Hubbard St,,Lindale,TX,75791
Smith,Noonday Community Center,16662 CR 196,,Tyler,TX,76020
Smith,Cameron Jarvis Library,102 S Georgia St,,Troup,TX,75704
Smith,Owens Elementary School,11780 CR 168,,Tyler,TX,76020
Smith,1st Church of the Nazarene,3700 OLD BULLARD RD,,Tyler,TX,77845
Smith,Mt. Carmel Baptist Church,10519 FM 344 E,,Whitehouse,TX,77845
Smith,Whitehouse Municipal Court,311 E Main St,,Whitehouse,TX,76082
Smith,Shiloh Pines Mobile Home Community,2525 Shiloh Road,,Tyler,TX,76082
Smith,Starrville Church of the Living God,18396 Hwy 271,,Winona,TX,78665
Smith,Dover Baptist Church,21166 FM 1995,,Tyler,TX,76085
Smith,Victor Kay Gymnasium,605 Wildcat Dr,,Winona,TX,76020
Brazos,Christ United Methodist Church,4201 State Hwy 6 South,,College Station,TX,76082
Ector,Pleasant Farms Community Bldg. Edificio Comunitario Pleasant Farms,4455 West Apple St.,,Odessa,TX,76574
Parker,RENO CITY HALL,195 W. RENO RD.,,RENO,TX,75701
Parker,SILVER CREEK METHODIST CHURCH,2200 CHURCH RD. OFF 730,,AZLE,TX,76082
Parker,CROSSTIMBERS ELEMENTARY SCHOOL,831 JACKSON TRAIL,,AZLE,TX,76086
Parker,FIRST BAPTIST SPRINGTOWN,500 N. MAIN,,SPRINGTOWN,TX,76082
Parker,OUTREACH OF LOVE CHURCH,3591 E. HWY 199,,SPRINGTOWN,TX,76088
Parker,PARKER COUNTY NE ANNEX,1020 E. HWY.199,,SPRINGTOWN,TX,76086
Parker,FRIENDSHIP BAPTIST CHURCH,801 FRIENDSHIP RD.,,WEATHERFORD,TX,76086
Parker,AGNES BAPTIST CHURCH,350 AGNES NORTH,,SPRINGTOWN,TX,76086
Parker,HARBERGER HILL COMMUNITY CTR RM B 701,NARROW ST.,,WEATHERFORD,TX,75701
Parker,TRINITY LUTHERAN CHURCH,1500 BALL ST.,,WEATHERFORD,TX,76086
Parker,POOLVILLE METHODIST CHURCH,230 NORTH CHURCH,,POOLVILLE,TX,76086
Parker,WHITT FIRE DEPT,4312 N FM RD 52,,WHITT,TX,75707
Parker,CALVARY BAPTIST CHURCH,1900 N. MAIN ST,,WEATHERFORD,TX,76087
Parker,SHADY GROVE BAPTIST CHURCH,2470 W. LAMBERT RD.,,WEATHERFORD,TX,76087
Parker,VICTORY BAPTIST CHURCH,1311 EAST BANKHEAD DR.,,WEATHERFORD,TX,76087
Parker,PHOENIX MASONIC LODGE,1009 PALO PINTO ST,,WEATHERFORD,TX,76087
Parker,SANTA FE DRIVE BAPTIST CHURCH,1502 SANTA FE DRIVE,,WEATHERFORD,TX,76088
Parker,MILLSAP COMMUNITY CTR,104 FANNIN ST,,MILLSAP,TX,75702
Parker,HARMONY BAPTIST CHURC,242 HARMONY ROAD,,WEATHERFORD,TX,75757
Parker,PARKER COUNTY ESD # 6,4970 TIN TOP RD.,,WEATHERFORD,TX,76087
Parker,BROCK BAPTIST CHURCH,2111 FM 1189,,BROCK,TX,75703
Parker,FIRST BAPTIST CHURCH OF DENNIS,7600 FM 1189,,DENNIS,TX,76008
Parker,SPRING CREEK BAPTIST CHURC,100 SPRING CREEK RD.,,WEATHERFORD,TX,77845
Parker,GREENWOOD FIRE DEPARTMENT,1418 GREENWOOD CUT-OFF ROAD,,WEATHERFORD,TX,76086
Parker,HUDSON OAKS CITY HALL,210 LAKESHORE DR,,WEATHERFORD,TX,76008
Parker,WILLOW PARK MUNICIPAL BLDG,516 RANCH HOUSE RD,,WILLOW PARK,TX,76008
Parker,CHURCH OF GOD CAMPGROUND,2240 FT WORTH HWY.,,WEATHERFORD,TX,76008
Parker,ALEDO COMMUNITY CENTER,104 ROBINSON CT.,,ALEDO,TX,76020
Parker,ALEDO ISD ADMIN. BUILDING,1008 BAILEY RANCH ROAD,,ALEDO,TX,75703
Parker,NEW FAITH BAPTIST,3303 WEST FM 5,,ANNETTA,TX,77803
Parker,PARKER COUNTY PRECINCT BARN #4,1320 AIRPORT ROAD,,ALEDO,TX,75792
Parker,LAKESHORE DRIVE BAPTIST CHURCH,200 S. LAKESHORE DR.,,HUDSON OAKS,TX,77840
Parker,AZLE MASONIC LODGE,257 W. MAIN,,AZLE,TX,76087
Brazos,Lincoln Center,1000 Eleanor,,College Station,TX,76087
Brazos,Memorial Student Center,Texas A&M Campus,,College Station,TX,77845
Brazos,Parkway Baptist Church,,,College Station,TX,75771
